{PERIODS};ELECTRICITY;HEAT_LOW_T_SH;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;SOLAR
1984;0.000131238;1.14E-04;0.000216;0.000114155;0.527506904;0.13838962;0;0.724731866;0.579685839;0.475799392
1985;0.00012832;0.000114155;0.000224;0.000114155;0.315662048;0.085051954;0;0.720164495;0.561062755;0.272982832
1986;0.000124414;0.000114155;0.000198;0.000114155;0.094829935;0.031714288;0;0.697454509;0.778106343;0.069386556
1987;0.000143409;0.000114155;1.37E-04;0.000114155;0;0.014415585;0;0.796837125;0.888829047;0
1988;0.000144125;0.000114155;9.07E-05;0.000114155;0;0.007207793;0;0.899975251;0.886187988;0
1989;0.000140531;0.000114155;6.33E-05;0.000114155;0;0.005766234;0;0.826798849;0.881718438;0
1990;0.000131764;0.000114155;4.11E-05;0.000114155;0;0.004324676;0;0.723683775;0.880169351;0
1991;0.000120202;0.000114155;2.46E-05;0.000114155;0;0.005766234;0;0.707865093;0.35333072;0
1992;1.09E-04;0.000114155;8.08E-06;0.000114155;0;0.005766234;0;0.639265636;0.238070754;0
1993;1.01E-04;0.000114155;6.77E-06;0.000114155;0;0.004324676;0;0.644450447;0.235328071;0
1994;9.73E-05;0.000114155;3.75E-06;0.000114155;0;0.002883117;0;0.632186209;0.240068493;0
1995;9.44E-05;0.000114155;2.38E-06;0.000114155;0;0.001441559;0;0.646390171;0.238375485;0
1996;9.45E-05;0.000114155;8.30E-06;0.000114155;0;0.001441559;0;0.641151791;0.252258149;0
1997;9.52E-05;0.000114155;2.49E-05;0.000114155;0;0;0;0.651207056;0.254289758;0
1998;9.95E-05;0.000114155;6.93E-05;0.000114155;0;0;0;0.701025236;0.23939129;0
1999;0.000102;0.000114155;0.000143;0.000114155;0.0304;0;0;0.709252143;0.241084297;0.004070941
2000;0.00011108;0.000114155;0.00019;0.000114155;0.076330136;0.004324676;0;0.679970217;0.238375485;0
2001;0.000121263;0.000114155;0.000168;0.000114155;0.484097216;0.017298703;0;0.720178591;0.252258149;0.434031213
2002;0.000126703;0.000114155;0.000165;0.000114155;0.665680866;0.040363639;0;0.720615593;0.287811311;0.608228075
2003;0.000129128;0.000114155;0.000179;0.000114155;0.79737087;0.064870135;0;0.723054343;0.302709779;0.735814308
2004;0.000128923;1.14E-04;0.000196;0.000114155;0.868530255;0.086493513;0;0.62237482;0.286118303;0.805332185
2005;0.000127296;1.14E-04;0.000195;0.000114155;0.308496865;0.100909098;0;0.710254428;0.289504318;0.027798943
2006;0.000131202;1.14E-04;0.000185;0.000114155;0.286352917;0.116766242;0;0.708746066;0.275283053;0.023711588
2007;0.000134448;1.14E-04;0.000199;0.000114155;0.242869362;0.122532476;0;0.701274749;0.483861604;0.017982724
2008;0.000132918;0.000114;0.000216;0.000114155;0.178883368;0.116766242;0;0.710381297;0.494358251;0.010628766
2009;0.000129352;0.000114;0.000224;0.000114155;0.106681625;0.100909098;0;0.705729346;0.493342446;0.003266602
2010;0.000124346;0.000114;0.000198;0.000114155;0.031188658;0.054779225;0;0.709211262;0.738828564;0
2011;0.000144342;0.000114155;1.37E-04;0.000114155;0;0.030272729;0;0.820731244;0.892553664;0
2012;0.000145429;0.000114155;9.07E-05;0.000114155;0;0.02018182;0;0.890129913;0.880364008;0
2013;0.000141942;0.000114155;6.33E-05;0.000114155;0;0.012974027;0;0.803998313;0.864111136;0
2014;0.000133405;0.000114155;4.11E-05;0.000114155;0;0.008649351;0;0.72306844;0.872576174;0
2015;0.000121816;0.000114155;2.46E-05;0.000114155;0;0.005766234;0;0.695339986;0.357224626;0
2016;1.11E-04;0.000114155;8.08E-06;0.000114155;0;0.004324676;0;0.664665295;0.231942055;0
2017;1.03E-04;0.000114155;6.77E-06;0.000114155;0;0.002883117;0;0.662607159;0.233635064;0
2018;9.82E-05;0.000114155;3.75E-06;0.000114155;0;0.002883117;0;0.629338653;0.249887938;0
2019;9.56E-05;0.000114155;2.38E-06;0.000114155;0;0.002883117;0;0.64767862;0.25022654;0
2020;9.43E-05;0.000114155;8.30E-06;0.000114155;0;0.004324676;0;0.619005678;0.25056514;0
2021;9.54E-05;0.000114155;2.49E-05;0.000114155;0;0.007207793;0;0.632341275;0.258014375;0
2022;9.97E-05;0.000114155;6.93E-05;0.000114155;0.00E+00;0.005766234;0;0.680665192;0.243115908;0
2023;0.000103;0.000114155;0.000143;0.000114155;0.003283017;0.004324676;0;0.691815779;0.239729892;0
2024;0.0001119;0.000114155;0.00019;0.000114155;0.069764103;0.002883117;0;0.71645703;0.23939129;0
2025;0.000121019;0.000114155;0.000168;0.000114155;0.189544965;0.02018182;0;0.700287971;0.238375485;0.012262067
2026;0.000125145;0.000114155;0.000165;0.000114155;0.660715303;0.057662342;0;0.700020132;0.240745696;0.603262512
2027;0.000127197;0.000114155;0.000179;0.000114155;0.793217854;0.083610396;0;0.703389273;0.239729892;0.731661292
2028;0.000128732;0.000114155;0.000196;0.000114155;0.86601054;0.093701305;0;0.707096738;0.314899433;0.80281247
2029;0.000127092;0.000114;0.000195;0.000114155;0.872560158;0.106675332;0;0.703953146;0.347405182;0.808541334
2030;0.000130901;0.000114;0.000185;0.000114155;0.427432349;0.126857152;0;0.711579528;0.350113993;0.045781667
2031;0.00013404;0.000114;0.000199;0.000114155;0.5155321;0.154246764;0;0.724210283;0.35587022;0.178202142
2032;0.000131765;0.000114;0.000216;0.000114155;0.300978757;0.183077935;0;0.72298386;0.558015341;0.055573264
2033;0.000128762;0.000114;0.000224;0.000114155;0.222013999;0.187402611;0;0.689842224;0.543116874;0.089051826
2034;0.000125343;0.000114155;0.000198;0.000114155;0.088222864;0.131181828;0;0.697553188;0.777090538;0.06360024
2035;0.000143737;0.000114155;1.37E-04;0.000114155;0;0.098025981;0;0.773041685;0.880025406;0
2036;0.000144126;0.000114155;9.07E-05;0.000114155;0;0.096584423;0;0.867701864;0.875962188;0
2037;0.000140336;0.000114155;6.33E-05;0.000114155;0;0.090818188;0;0.789055678;0.88273422;0
2038;0.000133147;0.000114155;4.11E-05;0.000114155;0;0.095142864;0;0.69696112;0.869867361;0
2039;0.000121118;0.000114155;2.46E-05;0.000114155;0;0.092259747;0;0.690871293;0.355531619;0
2040;1.11E-04;0.000114155;8.08E-06;0.000114155;0;0.07928572;0;0.661423026;0.238036884;0
2041;1.04E-04;0.000114155;6.77E-06;0.000114155;0;0.077844161;0;0.66060541;0.240745696;0
2042;9.95E-05;0.000114155;3.75E-06;0.000114155;0;0.093701305;0;0.681285451;0.237021079;0
2043;9.68E-05;0.000114155;2.38E-06;0.000114155;0;0.098025981;0;0.644154415;0.24582472;0
2044;9.47E-05;0.000114155;8.30E-06;0.000114155;0;0.100909098;0;0.64701607;0.251919547;0
2045;9.60E-05;0.000114155;2.49E-05;0.000114155;0;0.102350657;0;0.658504983;0.255305563;0
2046;9.85E-05;0.000114155;6.93E-05;0.000114155;0.00E+00;0.108116891;0;0.649511207;0.236682478;0
2047;0.0000964;0.000114155;0.000143;0.000114155;0.018056591;0.13838962;0;0.609123804;0.241761502;0
2048;0.000105;0.000114155;0.00019;0.000114155;0.20875882;0.203259755;0;0.647171136;0.252935353;0.10616455
2049;0.000114288;0.000114155;0.000168;0.000114155;0.412617737;0.285428592;0;0.65203454;0.25056514;0.236976347
2050;0.000119051;0.000114155;0.000165;0.000114155;0.485041084;0.46562341;0;0.628253196;0.253951157;0.2018809
2051;0.000122212;0.000114;0.000179;0.000114155;0.53216058;0.572298742;0;0.648637205;0.285779701;0.125887272
2052;0.000120863;0.000114;0.000196;0.000114155;0.857770168;0.497337698;0;0.613550208;0.304064185;0.794572098
2053;0.000116896;1.14E-04;0.000195;0.000114155;0.863499032;0.46562341;0;0.646367616;0.300678169;0.800300962
2054;0.00011409;1.14E-04;0.000185;0.000114155;0.278169999;0.433909122;0;0.677676665;0.287134108;0.016349423
2055;0.000112541;0.000114;0.000199;0.000114155;0.681102836;0.392103924;0;0.677056404;0.282055084;0.623650045
2056;0.000110611;0.000114;0.000216;0.000114155;0.507702106;0.367597429;0;0.61025155;0.389730374;0.455994594
2057;0.000110275;0.000114;0.000224;0.000114155;0.14519141;0.291194826;0;0.658801016;0.494696852;0.016333008
2058;0.00011061;0.000114;0.000198;0.000114155;0.041833839;0.197493521;0;0.71317247;0.620995228;0.003258394
2059;0.000129956;0.000114;1.37E-04;0.000114155;0;0.180194818;0;0.75956512;0.88307282;0
2060;0.000131366;0.000114;9.07E-05;0.000114155;0;0.142714296;0;0.753306131;0.880025406;0
2061;0.000126528;0.000114;6.33E-05;0.000114155;0;0.08937663;0;0.75272816;0.873253376;0
2062;0.000119685;0.000114155;4.11E-05;0.000114155;0;0.061987017;0;0.712425338;0.888490446;0
2063;1.09E-04;0.000114155;2.46E-05;0.000114155;0;0.049012991;0;0.71618919;0.375847711;0
2064;1.01E-04;0.000114155;8.08E-06;0.000114155;0;0.025948054;0;0.704770761;0.24616332;0
2065;9.48E-05;0.000114155;6.77E-06;0.000114155;0;0.012974027;0;0.704742567;0.245147516;0
2066;9.11E-05;0.000114155;3.75E-06;0.000114155;0;0.011532468;0;0.703953146;0.244131712;0
2067;8.88E-05;0.000114155;2.38E-06;0.000114155;0;0.011532468;0;0.6983849;0.249549336;0
2068;8.74E-05;0.000114155;8.30E-06;0.000114155;0;0.011532468;0;0.68822109;0.249887938;0
2069;8.75E-05;0.000114155;2.49E-05;0.000114155;0;0.008649351;0;0.689926806;0.250903743;0
2070;8.88E-05;0.000114155;6.93E-05;0.000114155;0.00E+00;0.004324676;0;0.701105588;0.251580946;0
2071;8.37E-05;0.000114155;0.000143;0.000114155;0.053004303;0;0;0.602723846;0.253612554;0.033306204
2072;8.83E-05;0.000114155;0.00019;0.000114155;0.265555007;0;0;0.613916724;0.252935353;0.225338054
2073;9.25E-05;0.000114155;0.000168;0.000114155;0.481462595;0.011532468;0;0.62588493;0.255644164;0.430575838
2074;0.0000962;0.000114155;0.000165;0.000114155;0.664671338;0.049012991;0;0.65829353;0.280700678;0.607218547
2075;0.0000977;1.14E-04;0.000179;0.000114155;0.79880719;0.103792215;0;0.647410782;0.286795507;0.737250628
2076;0.000099;1.14E-04;0.000196;0.000114155;0.870787329;0.171545467;0;0.646832811;0.293228935;0.806768505
2077;0.0000989;1.14E-04;0.000195;0.000114155;0.875695439;0.233532484;0;0.641335049;0.282393686;0.811676615
2078;0.0000992;1.14E-04;0.000185;0.000114155;0.812718973;0.266688331;0;0.697440413;0.284086693;0.750341657
2079;0.0000991;1.14E-04;0.000199;0.000114155;0.689211887;0.255155862;0;0.690053677;0.288149913;0.630938342
2080;0.000101;1.14E-04;0.000216;0.000114155;0.513365309;0.204701313;0;0.737094782;0.290858725;0.461657798
2081;0.000101;1.14E-04;0.000224;0.000114155;0.302357623;0.122532476;0;0.702233334;0.467270129;0.260499162
2082;0.000103;1.14E-04;0.000198;0.000114155;0.084061641;0.040363639;0;0.694367305;0.746277798;0.059439016
2083;0.000125768;0.000114;1.37E-04;0.000114155;0;0.014415585;0;0.7574365;0.857339103;0
2084;0.000127501;0.000114155;9.07E-05;0.000114155;0;0.005766234;0;0.755787172;0.881379814;0
2085;0.000124654;0.000114155;6.33E-05;0.000114155;0;0.001441559;0;0.758099051;0.886120235;0
2086;1.17E-04;0.000114155;4.11E-05;0.000114155;0;0.001441559;0;0.695861568;0.869867361;0
2087;1.07E-04;0.000114155;2.46E-05;0.000114155;0;0;0;0.708337258;0.366366869;0
2088;9.91E-05;0.000114155;8.08E-06;0.000114155;0;0;0;0.697821026;0.239052688;0
2089;9.31E-05;0.000114155;6.77E-06;0.000114155;0;0.004324676;0;0.706716124;0.23939129;0
2090;8.98E-05;0.000114155;3.75E-06;0.000114155;0;0.015857144;0;0.705574281;0.247179126;0
2091;8.79E-05;0.000114155;2.38E-06;0.000114155;0;0.017298703;0;0.696270376;0.237359681;0
2092;8.74E-05;0.000114155;8.30E-06;0.000114155;0;0.011532468;0;0.682554166;0.239052688;0
2093;8.88E-05;0.000114155;2.49E-05;0.000114155;0;0.007207793;0;0.697073896;0.241761502;0
2094;9.33E-05;0.000114155;6.93E-05;0.000114155;0.00E+00;0.007207793;0;0.690138258;0.251580946;0
2095;9.79E-05;0.000114155;0.000143;0.000114155;0.05378402;0.017298703;0;0.698568159;0.22178401;0.03408592
2096;1.06E-04;0.000114155;0.00019;0.000114155;0.26958491;0.044688315;0;0.700584004;0.25056514;0.229367956
2097;1.13E-04;0.000114155;0.000168;0.000114155;0.487117592;0.067753252;0;0.717796228;0.257337172;0.436230834
2098;1.17E-04;0.000114155;0.000165;0.000114155;0.670326334;0.095142864;0;0.703882662;0.250903743;0.612052789
2099;0.00011878;1.14E-04;0.000179;0.000114155;0.802016339;0.129740269;0;0.720686078;0.224154221;0.739639023
2100;0.00011927;1.14E-04;0.000196;0.000114155;0.871534216;0.162896116;0;0.724464027;0.328443494;0.807515391
2101;0.000117924;1.14E-04;0.000195;0.000114155;0.87398827;0.200376638;0;0.688051928;0.367044072;0.809969446
2102;1.21E-04;1.14E-04;0.000185;0.000114155;0.809378503;0.239298718;0;0.692069522;0.569527793;0.747001187
2103;1.23E-04;1.14E-04;0.000199;0.000114155;0.305213848;0.262363655;0;0.708760163;0.583410457;0.023695172
2104;1.23E-04;1.14E-04;0.000216;0.000114155;0.506766446;0.260922097;0;0.709380423;0.583071856;0.455058934
2105;1.20E-04;1.14E-04;0.000224;0.000114155;0.295766968;0.198935079;0;0.711057945;0.574945418;0.253908506
2106;0.000118;0.000114;0.000198;0.000114155;0.079941455;0.085051954;0;0.711170721;0.780815155;0.056139584
2107;0.000138;0.000114;1.37E-04;0.000114155;0;0.0591039;0;0.791466235;0.875623588;0
2108;0.000138532;0.000114155;9.07E-05;0.000114155;0;0.061987017;0;0.888424197;0.882057017;0
2109;0.00013413;0.000114155;6.33E-05;0.000114155;0;0.060545459;0;0.814415865;0.87630079;0
2110;0.000125;0.000114155;4.11E-05;0.000114155;0;0.060545459;0;0.731977634;0.883411422;0
2111;1.13E-04;0.000114155;2.46E-05;0.000114155;0;0.063428576;0;0.706377799;0.353838612;0
2112;1.03E-04;0.000114155;8.08E-06;0.000114155;0;0.060545459;0;0.711551335;0.244131712;0
2113;9.67E-05;0.000114155;6.77E-06;0.000114155;0;0.051896108;0;0.696763765;0.23465087;0
2114;9.32E-05;0.000114155;3.75E-06;0.000114155;0;0.041805198;0;0.699371678;0.237021079;0
2115;9.18E-05;0.000114155;2.38E-06;0.000114155;0;0.031714288;0;0.685105692;0.246501922;0
2116;9.12E-05;0.000114155;8.30E-06;0.000114155;0;0.024506495;0;0.682018486;0.249549336;0
2117;9.24E-05;0.000114155;2.49E-05;0.000114155;0;0.015857144;0;0.692506524;0.252935353;0
2118;0.0000972;0.000114155;6.93E-05;0.000114155;0.00E+00;0.008649351;0;0.704827149;0.248872134;0
2119;0.0000997;0.000114155;0.000143;0.000114155;0.050492796;0.007207793;0;0.71032491;0.252935353;0.03161545
2120;0.000108;0.000114155;0.00019;0.000114155;0.260548407;0.017298703;0;0.699216613;0.251580946;0.220331453
2121;0.000116;0.000114155;0.000168;0.000114155;0.473172978;0.030272729;0;0.720502819;0.253273953;0.422286221
2122;0.000119;0.000114155;0.000165;0.000114155;0.653098704;0.053337666;0;0.680947128;0.282055084;0.595645914
2123;0.000121;1.14E-04;0.000179;0.000114155;0.7831472;0.076402603;0;0.69696112;0.299323763;0.721590639
2124;0.000122;1.14E-04;0.000196;0.000114155;0.718192717;0.098025981;0;0.694973469;0.295937748;0.183881761
2125;0.000119;1.14E-04;0.000195;0.000114155;0.707120743;0.119649359;0;0.703924952;0.299323763;0.278687074
2126;0.000124;1.14E-04;0.000185;0.000114155;0.796230022;0.135506503;0;0.707322287;0.294583341;0.73467346
2127;0.000127;1.14E-04;0.000199;0.000114155;0.466434587;0.139831179;0;0.714610346;0.282732288;0.128283875
2128;0.000126;1.14E-04;0.000216;0.000114155;0.346620895;0.136948062;0;0.738095656;0.498082869;0.117630486
2129;0.000124;1.14E-04;0.000224;0.000114155;0.291630367;0.121090918;0;0.707604224;0.505532102;0.249771905
2130;0.000122;0.000114;0.000198;0.000114155;0.076650231;0.070636369;0;0.711382173;0.745600595;0.05284836
2131;0.000141;0.000114155;1.37E-04;0.000114155;0;0.051896108;0;0.856255243;0.866142744;0
2132;0.000141;0.000114155;9.07E-05;0.000114155;0;0.046129873;0;0.888677941;0.880702611;0
2133;0.000137642;0.000114155;6.33E-05;0.000114155;0;0.046129873;0;0.816417616;0.882395618;0
2134;0.000128;0.000114155;4.11E-05;0.000114155;0;0.047571432;0;0.731089534;0.88950625;0
2135;1.16E-04;0.000114155;2.46E-05;0.000114155;0;0.049012991;0;0.710437686;0.362642252;0
2136;1.06E-04;0.000114155;8.08E-06;0.000114155;0;0.051896108;0;0.714849992;0.243115908;0
2137;9.90E-05;0.000114155;6.77E-06;0.000114155;0;0.038922081;0;0.699301194;0.235328071;0
2138;9.55E-05;0.000114155;3.75E-06;0.000114155;0;0.012974027;0;0.695607826;0.235328071;0
2139;9.37E-05;0.000114155;2.38E-06;0.000114155;0;0.001441559;0;0.699893259;0.242438704;0
2140;9.28E-05;0.000114155;8.30E-06;0.000114155;0;0.002883117;0;0.69043429;0.239052688;0
2141;9.43E-05;0.000114155;2.49E-05;0.000114155;0;0.008649351;0;0.698300319;0.237698282;0
2142;0.0000989;0.000114155;6.93E-05;0.000114155;0.00E+00;0.007207793;0;0.707674708;0.255305563;0
2143;0.000102;0.000114155;0.000143;0.000114155;0.050468173;0.008649351;0;0.704446535;0.251242344;0.031590827
2144;0.000110608;0.000114155;0.00019;0.000114155;0.261311708;0.024506495;0;0.711523141;0.251919547;0.221094755
2145;0.00011823;0.000114155;0.000168;0.000114155;0.473115526;0.054779225;0;0.70499631;0.25056514;0.422228768
2146;0.000121618;1.14E-04;0.000165;0.000114155;0.653041252;0.080727279;0;0.715766286;0.253612554;0.595588461
2147;0.000124268;1.14E-04;0.000179;0.000114155;0.782260786;0.102350657;0;0.715653511;0.251919547;0.720704224
2148;0.000124;1.14E-04;0.000196;0.000114155;0.850966116;0.118207801;0;0.695509149;0.324041676;0.786947292
2149;0.000121575;1.14E-04;0.000195;0.000114155;0.854240925;0.129740269;0;0.728552105;0.340971753;0.790222101
2150;0.000126266;1.14E-04;0.000185;0.000114155;0.440498755;0.142714296;0;0.710973365;0.34469637;0.056385811
2151;0.000129279;1.14E-04;0.000199;0.000114155;0.508810124;0.145597413;0;0.706786608;0.563432966;0.19199902
2152;0.000127516;1.14E-04;0.000216;0.000114155;0.341745615;0.144155855;0;0.716231481;0.568850591;0.10372691
2153;0.0001247;1.14E-04;0.000224;0.000114155;0.219387586;0.115324684;0;0.732287764;0.567834786;0.100378233
2154;0.000122924;0.000114;0.000198;0.000114155;0.073350799;0.051896108;0;0.708548711;0.762192071;0.050369683
2155;0.000142406;0.000114;1.37E-04;0.000114155;0.00E+00;0.031714288;0;0.779568515;0.883750024;0
2156;0.000141641;0.000114;9.07E-05;0.000114155;0;0.021623378;0;0.90443819;0.873591978;0
2157;0.000137556;0.000114;6.33E-05;0.000114155;0;0.014415585;0;0.816572681;0.870544564;0
2158;0.000129028;0.000114;4.11E-05;0.000114155;0;0.01009091;0;0.729905401;0.880702611;0
2159;0.000117551;0.000114155;2.46E-05;0.000114155;0;0.005766234;0;0.727410262;0.369414282;0
2160;1.07E-04;0.000114155;8.08E-06;0.000114155;0;0.002883117;0;0.721362725;0.241761502;0
2161;9.64E-05;0.000114155;6.77E-06;0.000114155;0;0.002883117;0;0.447207674;0.195711692;0
2162;9.16E-05;0.000114155;3.75E-06;0.000114155;0;0.001441559;0;0.444346018;0.191309872;0
2163;8.89E-05;0.000114155;2.38E-06;0.000114155;0;0.001441559;0;0.453114244;0.192325675;0
2164;8.78E-05;0.000114155;8.30E-06;0.000114155;0;0;0;0.445967154;0.188601059;0
2165;8.82E-05;0.000114155;2.49E-05;0.000114155;0;0;0;0.447165384;0.194695887;0
2166;8.79E-05;0.000114155;6.93E-05;0.000114155;0.00E+00;0.001441559;0;0.434506434;0.196727495;0
2167;0.0000945;0.000114155;0.000143;0.000114155;0.0196981;0.004324676;0;0.459894816;0.225170026;0
2168;0.000103;0.000114155;0.00019;0.000114155;0.257175107;0.025948054;0;0.482647091;0.225170026;0.217778908
2169;0.000111799;0.000114155;0.000168;0.000114155;0.466516662;0.060545459;0;0.539471392;0.256321367;0.415629905
2170;0.00011456;0.000114155;0.000165;0.000114155;0.312567805;0.090818188;0;0.567101169;0.335215527;0.029407621
2171;0.000115949;0.000114155;0.000179;0.000114155;0.772395321;0.115324684;0;0.58139535;0.344357768;0.710838759
2172;0.000116249;0.000114155;0.000196;0.000114155;0.07304712;0.129740269;0;0.581353059;0.343680565;0
2173;0.000114285;0.000114155;0.000195;0.000114155;0.447007336;0.118207801;0;0.588133633;0.3074502;0.06863967
2174;0.000117174;0.000114155;0.000185;0.000114155;0.414201792;0.096584423;0;0.580704605;0.3074502;0.062098259
2175;0.000118166;0.000114155;0.000199;0.000114155;0.349403252;0.082168837;0;0.683696009;0.295599146;0.051469493
2176;0.000117482;0.000114155;0.000216;0.000114155;0.00984905;0.06919481;0;0.65971731;0.545825685;0
2177;0.000114708;0.000114155;0.000224;0.000114155;0.005745279;0.056220783;0;0.666878496;0.570204996;0
2178;0.000111599;0.000114155;0.000198;0.000114155;0.000820754;0.036038964;0;0.695509149;0.777090538;0
2179;0.000117169;0.000114155;1.37E-04;0.000114155;0.00E+00;0.021623378;0;0.754955458;0.888490446;0
2180;0.000134017;0.000114155;9.07E-05;0.000114155;0;0.012974027;0;0.858693994;0.881379814;0
2181;0.000130618;0.000114155;6.33E-05;0.000114155;0;0.005766234;0;0.797654742;0.879009602;0
2182;0.000123447;0.000114155;4.11E-05;0.000114155;0;0.002883117;0;0.699456259;0.885781633;0
2183;1.13E-04;0.000114155;2.46E-05;0.000114155;0;0.001441559;0;0.647030167;0.334199721;0
2184;1.03E-04;0.000114155;8.08E-06;0.000114155;0;0.001441559;0;0.62295279;0.180474622;0
2185;9.99E-05;0.000114155;6.77E-06;0.000114155;0;0.002883117;0;0.655685618;0.448308441;0
2186;9.59E-05;0.000114155;3.75E-06;0.000114155;0;0.002883117;0;0.645169384;0.446276832;0
2187;9.32E-05;0.000114155;2.38E-06;0.000114155;0;0;0;0.601990812;0.45034005;0
2188;9.20E-05;0.000114155;8.30E-06;0.000114155;0;0.001441559;0;0.582537191;0.447631238;0
2189;9.24E-05;0.000114155;2.49E-05;0.000114155;0;0.001441559;0;0.580732801;0.453387464;0
2190;0.0000951;0.000114155;6.93E-05;0.000114155;0.00E+00;0.002883117;0;0.608799578;0.45237166;0
2191;0.0000977;0.000114155;0.000143;0.000114155;0.048785627;0.002883117;0;0.644112126;0.455419074;0.029908281
2192;0.000106;0.000114155;0.00019;0.000114155;0.256313315;0;0;0.636894551;0.458127886;0.216096362
2193;0.000114603;0.000114155;0.000168;0.000114155;0.467271756;0.001441559;0;0.67862115;0.562078559;0.416384998
2194;0.000117058;0.000114155;0.000165;0.000114155;0.645555974;0.012974027;0;0.704065923;0.614561798;0.588103183
2195;0.000119348;0.000114155;0.000179;0.000114155;0.773962961;0.034597405;0;0.65833582;0.611852987;0.7124064
2196;0.000119309;0.000114;0.000196;0.000114155;0.842668292;0.053337666;0;0.697355832;0.605758158;0.778649468
2197;0.000117124;0.000114;0.000195;0.000114155;0.845934893;0.072077927;0;0.6642001;0.608128369;0.781916069
2198;0.000120581;1.14E-04;0.000185;0.000114155;0.392968882;0.086493513;0;0.671135739;0.611852987;0.036761579
2199;0.000124019;1.14E-04;0.000199;0.000114155;0.538143877;0.09946754;0;0.680185899;0.60609676;0.227898806
2200;0.000124223;0.000114;0.000216;0.000114155;0.486091649;0.106675332;0;0.71100156;0.618963619;0.434384137
2201;0.000121377;0.000114;0.000224;0.000114155;0.158216779;0.100909098;0;0.691858069;0.603049346;0.03017913
2202;0.000117001;0.000114;0.000198;0.000114155;0.033634505;0.064870135;0;0.680284577;0.793682014;0.001625093
2203;0.000123318;0.000114155;1.37E-04;0.000114155;0.00E+00;0.043246756;0;0.74606036;0.898309891;0
2204;0.000139482;0.000114155;9.07E-05;0.000114155;0;0.024506495;0;0.818518044;0.894923876;0
2205;0.000137529;0.000114155;6.33E-05;0.000114155;0;0.015857144;0;0.754603038;0.893908071;0
2206;1.29E-04;0.000114155;4.11E-05;0.000114155;0;0.008649351;0;0.699103837;0.855984698;0
2207;1.16E-04;0.000114155;2.46E-05;0.000114155;0;0.007207793;0;0.67193926;0.581717449;0
2208;1.06E-04;0.000114155;8.08E-06;0.000114155;0;0.007207793;0;0.669782442;0.434425779;0
2209;1.00E-04;0.000114155;6.77E-06;0.000114155;0;0.005766234;0;0.627167741;0.252935353;0
2210;9.62E-05;0.000114155;3.75E-06;0.000114155;0;0.004324676;0;0.643012572;0.254966961;0
2211;9.35E-05;0.000114155;2.38E-06;0.000114155;0;0.002883117;0;0.617018027;0.256659969;0
2212;9.24E-05;0.000114155;8.30E-06;0.000114155;0;0.001441559;0;0.603950271;0.256998571;0
2213;9.30E-05;0.000114155;2.49E-05;0.000114155;0;0.001441559;0;0.603132654;0.257675772;0
2214;9.72E-05;0.000114155;6.93E-05;0.000114155;0;0.001441559;0;0.666173655;0.254289758;0
2215;9.88E-05;0.000114155;0.000143;0.000114155;0.047948458;0.001441559;0;0.659449469;0.254966961;0.029071112
2216;1.09E-04;0.000114155;0.00019;0.000114155;0.254630769;0.002883117;0;0.686458987;0.258691578;0.214413816
2217;1.19E-04;0.000114155;0.000168;0.000114155;0.464768456;0.005766234;0;0.695170824;0.256998571;0.413881698
2218;0.000122534;0.000114155;0.000165;0.000114155;0.643044466;0.012974027;0;0.66694898;0.255982767;0.585591675
2219;0.000125627;0.000114155;0.000179;0.000114155;0.771443246;0.024506495;0;0.680439642;0.336231332;0.709886685
2220;0.000125637;1.14E-04;0.000196;0.000114155;0.840148577;0.040363639;0;0.64044695;0.375847711;0.776129752
2221;0.000124457;1.14E-04;0.000195;0.000114155;0.842602632;0.0591039;0;0.654388709;0.372123095;0.778583807
2222;0.000128699;1.14E-04;0.000185;0.000114155;0.780446919;0.070636369;0;0.683371782;0.372123095;0.718069603
2223;1.31E-04;1.14E-04;0.000199;0.000114155;0.657768796;0.074961044;0;0.701782235;0.371445891;0.599495251
2224;1.28E-04;1.14E-04;0.000216;0.000114155;0.485213442;0.074961044;0;0.704954021;0.584764863;0.43350593
2225;1.23E-04;0.000114155;0.000224;0.000114155;0.277521603;0.066311693;0;0.679875769;0.591875495;0.236483895
2226;1.21E-04;0.000114155;0.000198;0.000114155;0.066719105;0.034597405;0;0.712961017;0.776751937;0.044558743
2227;1.36E-04;0.000114155;1.37E-04;0.000114155;0;0.017298703;0;0.765810013;0.886120235;0
2228;1.41E-04;0.000114155;9.07E-05;0.000114155;0;0.012974027;0;0.895232964;0.888829047;0
2229;1.38E-04;0.000114155;6.33E-05;0.000114155;0;0.01009091;0;0.79614638;0.893569469;0
2230;1.30E-04;0.000114155;4.11E-05;0.000114155;0;0.011532468;0;0.715907253;0.893569469;0
2231;1.17E-04;0.000114155;2.46E-05;0.000114155;0;0.014415585;0;0.698962871;0.366366869;0
2232;1.08E-04;0.000114155;8.08E-06;0.000114155;0;0.015857144;0;0.687079246;0.248194931;0
2233;9.55E-05;0.000114155;6.77E-06;0.000114155;0;0.011532468;0;0.702191044;0.248872134;0
2234;9.11E-05;0.000114155;3.75E-06;0.000114155;0;0.005766234;0;0.689391126;0.245147516;0
